time,NaOH,CaCl2,DHA,formaldehyde,glycolaldehyde,erythrulose,lyxose
59667.0,39.13574818036333,17.66579106849897,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59668.0,39.24514879857357,17.65212138724402,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59669.0,39.35363774496541,17.63856561999953,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59670.0,39.461222616803965,17.625122817482076,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59671.0,39.567910948043874,17.611792038318935,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59672.0,39.67371020985678,17.598572348982152,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59673.0,39.77862781115458,17.585462823723176,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59674.0,39.88267109910823,17.572462544508024,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59675.0,39.985847359662266,17.559570600953,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59676.0,40.08816381804502,17.54678609026093,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59677.0,40.18962763927458,17.534108117157963,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59678.0,40.29024592866057,17.521535793830854,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59679.0,40.39002573230167,17.509068239864806,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59680.0,40.4889740375791,17.49670458218181,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59681.0,40.58709777364588,17.484443954979504,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59682.0,40.684403811912105,17.47228549967055,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59683.0,40.78089896652611,17.460228364822505,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59684.0,40.87658999485166,17.448271706098193,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59685.0,40.97148359794117,17.436414686196585,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59686.0,41.06558642100494,17.424656474794155,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59687.0,41.1589050538765,17.412996248486746,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59688.0,41.25144603147414,17.401433190731897,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59689.0,41.34321583425846,17.38996649179167,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59690.0,41.43422088868625,17.37859534867595,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59691.0,41.52446756766047,17.367318965086195,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59692.0,41.61396219097658,17.356136551359686,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59693.0,41.70271102576505,17.34504732441423,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59694.0,41.79072028693028,17.33405050769332,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59695.0,41.87799613758581,17.32314533111175,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59696.0,41.96454468948586,17.312331031001694,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59697.0,42.05037200345342,17.301606850059223,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59698.0,42.13548408980458,17.290972037291272,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59699.0,42.21988690876948,17.280425847963052,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59700.0,42.30358637090968,17.269967543545903,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59701.0,42.38658833753204,17.25959639166556,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59702.0,42.468898621099214,17.24931166605089,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59703.0,42.55052298563666,17.239112646483008,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59704.0,42.6314671471363,17.228998618744857,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59705.0,42.71173677395677,17.218968874571193,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59706.0,42.79133748722041,17.209022711598976,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59707.0,42.870274861206845,17.199159433318194,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59708.0,42.9485544237434,17.189378349023084,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59709.0,43.026181656592144,17.179678773763765,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59710.0,43.103161995833815,17.170060028298277,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59711.0,43.17950083224847,17.160521439045,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59712.0,43.25520351169301,17.151062338035498,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59713.0,43.33027533547551,17.141682062867744,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59714.0,43.40472156072649,17.132379956659722,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59715.0,43.47854740076705,17.123155368003435,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59716.0,43.55175802547393,17.11400765091928,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59717.0,43.62435856164159,17.104936164810827,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59718.0,43.69635409334118,17.095940274419945,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59719.0,43.76774966227661,17.08701934978232,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59720.0,43.83855026813757,17.078172766183343,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59721.0,43.9087608689497,17.069399904114356,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59722.0,43.97838638142173,16.995275032049133,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59723.0,44.04743168128982,16.92176786725112,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59724.0,44.11590160365901,16.84887326215976,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59725.0,44.183800943341794,16.776586112110827,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59726.0,44.251134455193885,16.70490135497897,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59727.0,44.31790685444721,16.63381397082321,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59728.0,44.38412281704009,16.563318981535414,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59729.0,44.44978697994469,16.49341145049168,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59730.0,44.51490394149176,16.424086482206647,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59731.0,44.5794782616926,16.355339221990658,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59732.0,44.64351446255844,16.2871648556098,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59733.0,44.707017028417056,16.21955860894878,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59734.0,44.76999040622685,16.152515747676606,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59735.0,44.83243900588823,16.086031576915033,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59736.0,44.89436720055244,16.020101440909805,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59737.0,44.955779326927775,15.95472072270462,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59738.0,45.01667968558332,15.889884843817814,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59739.0,45.07707254125007,15.82558926392173,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59740.0,45.13696212311959,15.76182948052478,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59741.0,45.1963526251402,15.698601028656135,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59742.0,45.25524820631064,15.635899480553068,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59743.0,45.31365299097133,15.573720445350856,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
59744.0,45.37157106909317,15.51205956877533,15.000000000000105,60.00000000000041,15.000000000000105,14.999999999999998,14.999999999999998
