Time (s),DHA (µl/min),NaOH (µl/min),CaCl2 (µl/min),formaldehyde (µl/min),water_1 (µl/min),water_2 (µl/min)
15074.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15075.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15076.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15077.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15078.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15079.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15080.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15081.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15082.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15083.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15084.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15085.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15086.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15087.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15088.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15089.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15090.0,24.558333333333334,33.18708166618268,14.610568069707808,24.558333333333334,25.21784179872141,25.21784179872141
15091.0,24.558333333333334,33.18708166618268,7.017198550197426,24.558333333333334,29.014526558476604,29.014526558476604
15092.0,24.558333333333334,33.18708166618268,7.017198550197426,24.558333333333334,29.014526558476604,29.014526558476604
15093.0,24.558333333333334,33.18708166618268,7.017198550197426,24.558333333333334,29.014526558476604,29.014526558476604
15094.0,24.558333333333334,33.18708166618268,7.017198550197426,24.558333333333334,29.014526558476604,29.014526558476604
15095.0,24.558333333333334,33.18708166618268,7.017198550197426,24.558333333333334,29.014526558476604,29.014526558476604
15096.0,24.558333333333334,33.18708166618268,7.017198550197426,24.558333333333334,29.014526558476604,29.014526558476604
15097.0,24.558333333333334,33.18708166618268,7.017198550197426,24.558333333333334,29.014526558476604,29.014526558476604
