label,compound,type,u1,u2,clusters
110.01_0.526,DHA,Combined,4.352007,0.62446284,8
110.01_0.526,DHA,Isolation,0.3272733,10.066699,5
110.01_0.526,NaOH,Isolation,2.233594,-3.0882742,2
110.01_0.526,formaldehyde,Combined,2.1652622,-3.36161,2
110.01_0.526,glycolaldehyde,Combined,2.0372655,-3.5423357,2
110.01_0.537,DHA,Combined,4.4736876,1.1269912,8
110.01_0.537,DHA,Isolation,0.32593906,9.842609,5
110.01_0.537,NaOH,Isolation,4.847338,4.384973,3
110.01_0.537,formaldehyde,Combined,2.3533826,-3.2476807,2
110.01_0.537,formaldehyde,Isolation,-1.093616,7.9984164,7
110.01_0.537,glycolaldehyde,Combined,3.3158004,-1.6729407,2
110.01_0.537,glycolaldehyde,Isolation,0.43861696,8.781405,5
110.01_0.548,DHA,Combined,4.517664,1.4387088,8
110.01_0.548,DHA,Isolation,0.26855654,10.131269,5
110.01_0.548,NaOH,Isolation,5.375658,4.889873,3
110.01_0.548,formaldehyde,Combined,5.555832,4.076222,3
110.01_0.548,formaldehyde,Isolation,-1.2673293,8.052877,7
110.01_0.548,glycolaldehyde,Combined,4.856432,4.399432,3
110.01_0.556,DHA,Combined,4.5070286,1.2705207,8
110.01_0.556,DHA,Isolation,0.23334272,10.715637,5
110.01_0.556,NaOH,Isolation,4.835472,4.355399,3
110.01_0.556,formaldehyde,Combined,3.762156,-0.33172563,8
110.01_0.556,glycolaldehyde,Combined,3.3323848,-1.6693037,2
110.01_0.565,DHA,Combined,4.40969,0.84633225,8
110.01_0.565,DHA,Isolation,0.23473656,10.734825,5
110.01_0.565,NaOH,Isolation,1.9537514,-3.343686,2
110.01_0.565,formaldehyde,Combined,2.110968,-3.4714496,2
110.01_0.565,glycolaldehyde,Combined,2.0183125,-3.5245261,2
117.02_0.529,DHA,Combined,2.6345296,-1.6319504,2
117.02_0.529,DHA,Isolation,0.09234183,5.510562,6
117.02_0.529,NaOH,Isolation,3.30338,-0.6501233,2
117.02_0.529,formaldehyde,Combined,1.5693241,-0.49819323,4
117.02_0.529,formaldehyde,Isolation,1.3711599,6.644576,6
117.02_0.529,glycolaldehyde,Combined,2.1407373,-2.0924482,2
117.02_0.529,glycolaldehyde,Isolation,0.06261089,5.8838077,6
117.02_0.54,DHA,Combined,2.1340168,1.9302253,4
117.02_0.54,DHA,Isolation,0.055409793,5.497529,6
117.02_0.54,NaOH,Isolation,4.7536016,4.4415693,3
117.02_0.54,formaldehyde,Combined,2.0357487,1.8280174,4
117.02_0.54,formaldehyde,Isolation,1.213355,6.546504,6
117.02_0.54,glycolaldehyde,Combined,2.0446424,1.8643667,4
117.02_0.54,glycolaldehyde,Isolation,0.29394507,8.48739,5
117.02_0.555,DHA,Combined,4.887705,3.5354173,3
117.02_0.555,DHA,Isolation,0.2986166,9.504472,5
117.02_0.555,NaOH,Isolation,4.7890882,4.438346,3
117.02_0.555,formaldehyde,Combined,5.4659963,4.144413,3
117.02_0.555,formaldehyde,Isolation,-0.72974765,8.041833,7
117.02_0.555,glycolaldehyde,Combined,4.823328,4.4227653,3
117.02_0.561,DHA,Combined,4.47075,1.1581175,8
117.02_0.561,DHA,Isolation,0.31314605,10.347509,5
117.02_0.561,NaOH,Isolation,2.3258417,0.16242562,4
117.02_0.561,formaldehyde,Combined,3.651212,-0.4297765,8
117.02_0.561,glycolaldehyde,Combined,3.298375,-1.6204382,2
124.03_0.532,DHA,Combined,0.991641,-2.6161273,2
124.03_0.532,DHA,Isolation,-0.08162167,5.293261,6
124.03_0.532,NaOH,Isolation,-1.3230344,8.097183,7
124.03_0.532,formaldehyde,Combined,2.1006253,6.4026036,6
124.03_0.532,formaldehyde,Isolation,1.9402982,6.5448356,6
124.03_0.558,DHA,Combined,6.2037,5.344984,1
124.03_0.558,DHA,Isolation,0.6761308,5.804275,6
124.03_0.558,NaOH,Isolation,6.480864,5.3089595,1
124.03_0.558,formaldehyde,Combined,5.9054117,5.40857,1
124.03_0.558,formaldehyde,Isolation,1.9952514,6.4129987,6
124.03_0.558,glycolaldehyde,Combined,6.4416857,5.4142656,1
124.03_0.566,DHA,Combined,5.3049793,4.7941175,3
124.03_0.566,DHA,Isolation,0.9677542,5.9101024,6
124.03_0.566,NaOH,Isolation,5.73943,4.8382645,3
124.03_0.566,formaldehyde,Combined,5.469897,5.194448,3
124.03_0.566,formaldehyde,Isolation,2.02322,6.463539,6
124.03_0.566,glycolaldehyde,Combined,6.1202836,5.0990934,1
124.03_0.578,DHA,Isolation,0.54266965,5.8116746,6
124.03_0.578,formaldehyde,Combined,2.0941772,6.416197,6
124.03_0.578,formaldehyde,Isolation,1.9919698,6.544921,6
125.02_0.535,DHA,Combined,2.7469823,-1.4278202,2
125.02_0.535,DHA,Isolation,-0.036405202,5.3606944,6
125.02_0.535,NaOH,Isolation,3.0359273,-0.76047534,2
125.02_0.535,formaldehyde,Combined,2.4707217,-1.8245674,2
125.02_0.535,glycolaldehyde,Combined,2.3690362,-1.8117198,2
125.02_0.535,glycolaldehyde,Isolation,0.34761232,8.669733,5
125.02_0.549,DHA,Combined,4.7056227,4.4357014,3
125.02_0.549,DHA,Isolation,0.17415942,5.803236,6
125.02_0.549,NaOH,Isolation,5.166444,4.8747854,3
125.02_0.549,formaldehyde,Combined,3.7988653,-0.2324101,8
125.02_0.549,glycolaldehyde,Combined,4.7740645,4.39819,3
125.02_0.549,glycolaldehyde,Isolation,0.35697326,8.6604395,5
125.02_0.563,DHA,Combined,5.368431,4.8257484,3
125.02_0.563,NaOH,Isolation,5.539377,5.0431423,3
125.02_0.563,formaldehyde,Combined,6.700116,5.122947,1
125.02_0.563,formaldehyde,Isolation,-1.3161429,8.078081,7
125.02_0.563,glycolaldehyde,Combined,5.384583,4.8940024,3
125.02_0.569,DHA,Combined,4.4915175,1.1984193,8
125.02_0.569,DHA,Isolation,0.2350224,10.768193,5
125.02_0.569,NaOH,Isolation,2.2950063,0.103586935,4
125.02_0.569,formaldehyde,Combined,3.5973878,-0.52406824,8
125.02_0.569,glycolaldehyde,Combined,3.215201,-1.693522,2
132.03_0.541,DHA,Combined,1.2743472,-2.0001352,2
132.03_0.541,NaOH,Isolation,1.3153121,-1.8693686,2
132.03_0.541,formaldehyde,Combined,1.6097544,-0.48376778,4
132.03_0.541,formaldehyde,Isolation,1.4698429,6.670272,6
132.03_0.541,glycolaldehyde,Combined,1.3507907,-1.9657661,2
132.03_0.566,DHA,Combined,5.268721,4.689041,3
132.03_0.566,DHA,Isolation,0.6926817,9.457377,5
132.03_0.566,NaOH,Isolation,4.83498,4.735144,3
132.03_0.566,formaldehyde,Combined,5.482875,4.5102253,3
132.03_0.566,formaldehyde,Isolation,-0.6694111,8.143717,7
132.03_0.566,glycolaldehyde,Combined,4.707484,4.64737,3
132.03_0.586,DHA,Combined,2.700401,-0.9761807,2
132.03_0.586,DHA,Isolation,0.6398627,9.205737,5
132.03_0.586,NaOH,Isolation,1.8217965,-0.44938067,4
132.03_0.586,formaldehyde,Combined,2.4805875,-1.780136,2
132.03_0.586,glycolaldehyde,Combined,1.6615801,-0.56128883,4
133.03_0.538,DHA,Combined,1.040267,-2.638507,2
133.03_0.538,DHA,Isolation,-0.05884564,5.3151646,6
133.03_0.538,NaOH,Isolation,1.1160035,-1.8959728,2
133.03_0.538,formaldehyde,Combined,1.5227126,-0.5233087,4
133.03_0.538,formaldehyde,Isolation,1.5248885,6.6840243,6
133.03_0.538,glycolaldehyde,Combined,0.8839255,-1.9181061,2
133.03_0.566,DHA,Combined,6.4314504,5.337227,1
133.03_0.566,NaOH,Isolation,6.508407,5.4838676,1
133.03_0.566,formaldehyde,Combined,6.509229,5.295612,1
133.03_0.566,glycolaldehyde,Combined,6.480146,5.3483634,1
138.03_0.544,DHA,Combined,1.028851,-2.6762614,2
138.03_0.544,DHA,Isolation,-0.09971291,5.26949,6
138.03_0.544,NaOH,Isolation,1.2383031,-2.7443361,2
138.03_0.544,formaldehyde,Combined,1.1901735,-1.6390402,2
138.03_0.544,formaldehyde,Isolation,1.3875448,6.6652393,6
138.03_0.544,glycolaldehyde,Combined,1.2454469,-2.7715602,2
138.03_0.547,DHA,Combined,1.0270287,-2.6384647,2
138.03_0.547,DHA,Isolation,-0.12748963,5.2322416,6
138.03_0.547,NaOH,Isolation,1.1224991,-2.327534,2
138.03_0.547,formaldehyde,Combined,1.1983271,-1.4508374,2
138.03_0.547,formaldehyde,Isolation,1.4015462,6.6587257,6
138.03_0.547,glycolaldehyde,Combined,1.0570737,-2.540232,2
138.03_0.57,DHA,Combined,0.4118809,5.667738,6
138.03_0.57,DHA,Isolation,-0.120471045,5.257699,6
138.03_0.57,formaldehyde,Combined,4.3625345,4.5938945,3
138.03_0.57,glycolaldehyde,Combined,3.632821,5.1200175,3
138.03_0.572,DHA,Combined,0.5398989,5.822323,6
138.03_0.572,DHA,Isolation,-0.013450524,5.3569727,6
138.03_0.572,formaldehyde,Combined,4.3873615,4.5358562,3
138.03_0.572,glycolaldehyde,Combined,3.6123793,5.0974965,3
139.03_0.541,DHA,Combined,0.99593437,-2.6022933,2
139.03_0.541,DHA,Isolation,-0.084198065,5.2834215,6
139.03_0.541,NaOH,Isolation,1.1122421,-1.8466606,2
139.03_0.541,formaldehyde,Combined,1.527868,-0.39001277,4
139.03_0.541,formaldehyde,Isolation,1.3713881,6.634899,6
139.03_0.541,glycolaldehyde,Combined,0.754808,-1.2088029,2
139.03_0.568,DHA,Combined,6.32571,5.670574,1
139.03_0.568,DHA,Isolation,0.34853807,5.831986,6
139.03_0.568,NaOH,Isolation,6.1329503,5.457226,1
139.03_0.568,formaldehyde,Combined,6.5392523,5.331212,1
139.03_0.568,glycolaldehyde,Combined,6.1260924,5.347498,1
139.03_0.586,formaldehyde,Combined,1.7800757,0.95068824,4
140.02_0.548,DHA,Combined,2.4443884,-1.7179195,2
140.02_0.548,NaOH,Isolation,2.1642873,-2.120662,2
140.02_0.548,formaldehyde,Combined,2.0448804,-3.0101843,2
140.02_0.548,glycolaldehyde,Combined,1.9228141,-2.8948376,2
140.02_0.548,glycolaldehyde,Isolation,0.43235037,8.787708,5
140.02_0.574,DHA,Combined,4.8534193,3.5032494,3
140.02_0.574,DHA,Isolation,0.4027209,9.984991,5
140.02_0.574,NaOH,Isolation,4.8906927,4.817321,3
140.02_0.574,formaldehyde,Combined,5.5533776,4.2392817,3
140.02_0.574,formaldehyde,Isolation,-1.1540458,8.044152,7
140.02_0.574,glycolaldehyde,Combined,4.782528,4.703391,3
141.03_0.546,DHA,Combined,2.0516546,-1.5475323,2
141.03_0.546,NaOH,Isolation,1.2444063,-1.7696241,2
141.03_0.546,formaldehyde,Combined,1.8884636,-1.8744025,2
141.03_0.546,glycolaldehyde,Combined,1.339508,-2.00927,2
141.03_0.573,DHA,Combined,4.8276496,3.470704,3
141.03_0.573,DHA,Isolation,0.7167221,10.06576,5
141.03_0.573,NaOH,Isolation,4.779884,4.728119,3
141.03_0.573,formaldehyde,Combined,5.566786,4.24987,3
141.03_0.573,formaldehyde,Isolation,-0.8335382,8.089464,7
141.03_0.573,glycolaldehyde,Combined,4.537466,4.59819,3
141.03_0.594,DHA,Combined,2.5140543,-1.0943006,2
141.03_0.594,NaOH,Isolation,2.143422,-2.6177456,2
141.03_0.594,formaldehyde,Combined,2.3607824,-1.7775077,2
141.03_0.594,glycolaldehyde,Combined,1.5381979,-1.1280781,2
146.02_0.551,DHA,Combined,1.0290719,-2.3501594,2
146.02_0.551,DHA,Isolation,-0.07300154,5.3066244,6
146.02_0.551,NaOH,Isolation,1.0998348,-1.5608625,2
146.02_0.551,formaldehyde,Combined,1.6235008,-1.8626053,2
146.02_0.551,glycolaldehyde,Combined,2.028162,-1.545679,2
146.02_0.551,glycolaldehyde,Isolation,0.44394147,9.530036,5
146.02_0.578,DHA,Combined,3.6059673,5.1268277,3
146.02_0.578,NaOH,Isolation,3.5952325,5.1813684,3
146.02_0.578,formaldehyde,Combined,5.5320053,4.2688932,3
146.02_0.578,glycolaldehyde,Combined,3.4994872,5.2207594,3
147.03_0.549,DHA,Combined,1.0789115,-2.6622748,2
147.03_0.549,DHA,Isolation,0.3629247,5.7903557,6
147.03_0.549,NaOH,Isolation,1.1840446,-1.9161808,2
147.03_0.549,formaldehyde,Combined,1.5062006,-0.57475734,4
147.03_0.549,formaldehyde,Isolation,1.4001203,6.6611414,6
147.03_0.549,glycolaldehyde,Combined,1.1175324,-2.0695512,2
147.03_0.576,DHA,Combined,4.628633,4.7973747,3
147.03_0.576,DHA,Isolation,0.380093,6.0069175,6
147.03_0.576,NaOH,Isolation,4.6370025,4.734505,3
147.03_0.576,formaldehyde,Combined,5.3638535,4.8223605,3
147.03_0.576,glycolaldehyde,Combined,4.612362,4.72019,3
147.03_0.578,DHA,Combined,4.5553994,4.6042886,3
147.03_0.578,NaOH,Isolation,4.492662,4.6263433,3
147.03_0.578,formaldehyde,Combined,4.6951222,4.694393,3
147.03_0.578,glycolaldehyde,Combined,4.4726214,4.5647326,3
153.03_0.553,DHA,Combined,-0.0040334715,5.330082,6
153.03_0.553,DHA,Isolation,-0.12608977,5.246189,6
153.03_0.553,NaOH,Isolation,0.748663,-0.9541251,2
153.03_0.553,formaldehyde,Combined,1.1435858,0.59430444,4
153.03_0.553,glycolaldehyde,Combined,0.78901166,-0.9817475,2
153.03_0.58,DHA,Combined,3.954375,4.960801,3
153.03_0.58,NaOH,Isolation,4.456769,4.7159715,3
153.03_0.58,formaldehyde,Combined,5.603073,4.3121586,3
153.03_0.58,glycolaldehyde,Combined,4.522577,4.901785,3
154.04_0.55,DHA,Combined,1.9921002,1.8708119,4
154.04_0.55,DHA,Isolation,0.30105603,5.871884,6
154.04_0.55,NaOH,Isolation,1.5847428,1.5780662,4
154.04_0.55,formaldehyde,Combined,2.0238433,6.183927,6
154.04_0.55,formaldehyde,Isolation,-0.07879919,6.165143,6
154.04_0.55,glycolaldehyde,Combined,1.6886556,1.4930698,4
154.04_0.581,DHA,Combined,5.2282023,4.9907937,3
154.04_0.581,NaOH,Isolation,5.7023063,5.175946,1
154.04_0.581,formaldehyde,Combined,5.86317,4.930967,3
154.04_0.581,glycolaldehyde,Combined,5.1986537,4.979639,3
155.03_0.556,DHA,Combined,4.154866,0.41582397,8
155.03_0.556,DHA,Isolation,0.5419645,9.060221,5
155.03_0.556,NaOH,Isolation,2.098752,-2.9617996,2
155.03_0.556,formaldehyde,Combined,2.1134398,-3.1630545,2
155.03_0.556,glycolaldehyde,Combined,2.0421154,-3.0279877,2
155.03_0.556,glycolaldehyde,Isolation,0.5058766,9.647838,5
155.03_0.564,DHA,Combined,4.249135,0.51797223,8
155.03_0.564,DHA,Isolation,0.37176073,10.369912,5
155.03_0.564,NaOH,Isolation,2.461181,-1.9088947,2
155.03_0.564,formaldehyde,Combined,2.1854854,-3.1354527,2
155.03_0.564,glycolaldehyde,Combined,1.9627281,-2.947597,2
155.03_0.585,DHA,Combined,4.3479137,1.2305932,8
155.03_0.585,DHA,Isolation,0.30555966,10.764456,5
155.03_0.585,NaOH,Isolation,2.2958348,0.12175065,4
155.03_0.585,formaldehyde,Combined,3.6632442,-0.37834477,8
155.03_0.585,glycolaldehyde,Combined,3.2828288,-1.5646919,2
156.04_0.555,DHA,Combined,0.96417403,-2.0523076,2
156.04_0.555,NaOH,Isolation,0.85315824,-1.4235942,2
156.04_0.555,formaldehyde,Combined,1.4320271,-1.6904147,2
156.04_0.555,glycolaldehyde,Combined,0.71155953,-1.1514833,2
156.04_0.584,DHA,Combined,4.321728,4.3213806,3
156.04_0.584,DHA,Isolation,0.70565474,8.847069,5
156.04_0.584,NaOH,Isolation,4.0784507,4.6583805,3
156.04_0.584,formaldehyde,Combined,5.516286,4.23536,3
156.04_0.584,formaldehyde,Isolation,-0.8166698,8.081186,7
156.04_0.584,glycolaldehyde,Combined,4.106327,4.34947,3
156.04_0.604,DHA,Combined,2.1055496,-1.4021031,2
156.04_0.604,NaOH,Isolation,1.6462398,-2.8429608,2
156.04_0.604,formaldehyde,Combined,1.7623183,-2.6137097,2
156.04_0.604,glycolaldehyde,Combined,0.91552573,-1.8104457,2
161.03_0.56,DHA,Combined,2.2940114,-1.7538912,2
161.03_0.56,DHA,Isolation,0.2169587,5.8934927,6
161.03_0.56,NaOH,Isolation,1.4359571,-1.1133511,2
161.03_0.56,formaldehyde,Combined,1.7979928,-1.6498607,2
161.03_0.56,glycolaldehyde,Combined,2.1798713,-1.6038005,2
161.03_0.56,glycolaldehyde,Isolation,0.5103774,8.863279,5
161.03_0.567,DHA,Combined,2.2979417,-1.7470902,2
161.03_0.567,NaOH,Isolation,1.3074604,-1.1866235,2
161.03_0.567,formaldehyde,Combined,1.5680647,-1.9521072,2
161.03_0.567,formaldehyde,Isolation,-0.10111496,6.180729,6
161.03_0.567,glycolaldehyde,Combined,1.687784,-1.629354,2
161.03_0.589,DHA,Combined,1.0775976,6.049954,6
161.03_0.589,DHA,Isolation,0.43604094,9.821827,5
161.03_0.589,NaOH,Isolation,1.9746157,6.0903597,6
161.03_0.589,formaldehyde,Combined,4.0170064,4.157664,3
161.03_0.589,glycolaldehyde,Combined,1.0129746,5.992706,6
162.04_0.56,DHA,Combined,4.212162,0.71747977,8
162.04_0.56,DHA,Isolation,0.3609737,10.26571,5
162.04_0.56,NaOH,Isolation,1.598656,0.70654917,4
162.04_0.56,formaldehyde,Combined,1.5015824,0.75552154,4
162.04_0.56,glycolaldehyde,Combined,2.4649322,-0.90975523,2
162.04_0.586,DHA,Combined,4.7401443,3.5599236,3
162.04_0.586,DHA,Isolation,0.34168315,10.434794,5
162.04_0.586,NaOH,Isolation,4.4091887,4.694044,3
162.04_0.586,formaldehyde,Combined,5.564511,4.2536397,3
162.04_0.586,formaldehyde,Isolation,-0.7853393,8.114758,7
162.04_0.586,glycolaldehyde,Combined,4.4721313,4.6502323,3
162.04_0.605,DHA,Combined,4.2306137,0.779209,8
162.04_0.605,DHA,Isolation,0.6808779,9.829288,5
162.04_0.605,NaOH,Isolation,1.418172,-0.67659336,4
162.04_0.605,formaldehyde,Combined,2.0098388,-1.3450243,2
162.04_0.605,glycolaldehyde,Combined,1.4016005,-0.6188663,4
168.04_0.563,DHA,Combined,1.7254131,1.6549165,4
168.04_0.563,DHA,Isolation,0.3099067,5.8776197,6
168.04_0.563,NaOH,Isolation,1.4599985,1.7575494,4
168.04_0.563,formaldehyde,Combined,1.4778411,1.7313023,4
168.04_0.563,glycolaldehyde,Combined,1.5983702,1.490634,4
168.04_0.591,DHA,Combined,4.9116244,3.6127279,3
168.04_0.591,DHA,Isolation,0.36678714,10.100102,5
168.04_0.591,formaldehyde,Combined,5.508531,4.1827755,3
168.04_0.591,formaldehyde,Isolation,-1.3352035,8.112706,7
168.04_0.596,DHA,Combined,4.9028425,3.3901045,3
168.04_0.596,DHA,Isolation,0.34355846,10.413403,5
168.04_0.596,formaldehyde,Combined,5.4159384,4.1376243,3
168.04_0.596,formaldehyde,Isolation,-1.3288895,8.107685,7
170.03_0.568,DHA,Combined,4.207099,0.5314694,8
170.03_0.568,DHA,Isolation,0.37488034,10.351134,5
170.03_0.568,NaOH,Isolation,2.4308624,-1.8400712,2
170.03_0.568,formaldehyde,Combined,2.4055345,-1.931998,2
170.03_0.568,glycolaldehyde,Combined,2.4348412,-1.7909588,2
170.03_0.568,glycolaldehyde,Isolation,0.62521464,8.797788,5
170.03_0.595,DHA,Combined,1.1299621,1.4768925,4
170.03_0.595,DHA,Isolation,0.4713918,10.337596,5
170.03_0.595,NaOH,Isolation,1.2908359,1.2790002,4
170.03_0.595,formaldehyde,Combined,2.013442,1.793033,4
170.03_0.595,glycolaldehyde,Combined,1.1545578,1.4842542,4
176.03_0.572,DHA,Combined,2.7632785,-0.92869323,2
176.03_0.572,NaOH,Isolation,1.5403084,-1.1144028,2
176.03_0.572,formaldehyde,Combined,1.9419808,-1.7483572,2
176.03_0.572,glycolaldehyde,Combined,2.0935743,-1.7391087,2
176.03_0.578,DHA,Combined,4.1827645,0.4497986,8
176.03_0.578,DHA,Isolation,0.47649384,9.837317,5
176.03_0.578,NaOH,Isolation,2.0629587,-2.7491438,2
176.03_0.578,formaldehyde,Combined,2.2117507,-3.2076502,2
176.03_0.578,glycolaldehyde,Combined,1.8298371,-2.9578786,2
176.03_0.595,DHA,Combined,4.3239822,0.7859159,8
176.03_0.595,DHA,Isolation,0.34097698,10.47346,5
176.03_0.595,NaOH,Isolation,2.2692838,0.07798094,4
176.03_0.595,formaldehyde,Combined,2.256397,-3.2700486,2
176.03_0.595,glycolaldehyde,Combined,3.2689283,-1.6596838,2
176.03_0.601,DHA,Combined,4.483558,1.1869053,8
176.03_0.601,DHA,Isolation,0.23597054,10.777333,5
176.03_0.601,NaOH,Isolation,2.2882814,0.08645168,4
176.03_0.601,formaldehyde,Combined,3.679591,-0.4087822,8
176.03_0.601,glycolaldehyde,Combined,3.2904055,-1.6480491,2
176.03_0.608,DHA,Combined,4.456377,1.1089016,8
176.03_0.608,DHA,Isolation,0.24886616,10.77377,5
176.03_0.608,NaOH,Isolation,2.2428145,0.028884292,4
176.03_0.608,formaldehyde,Combined,3.607958,-0.51313525,8
176.03_0.608,glycolaldehyde,Combined,3.1077218,-1.7553841,2
176.05_0.557,DHA,Isolation,0.5049951,5.8125772,6
176.05_0.557,formaldehyde,Combined,2.1095607,6.4536614,6
176.05_0.557,formaldehyde,Isolation,2.0308244,6.502635,6
176.05_0.593,DHA,Combined,4.305141,0.6242651,8
176.05_0.593,DHA,Isolation,0.36384612,10.36889,5
176.05_0.593,NaOH,Isolation,1.8703574,-0.3824448,4
176.05_0.593,formaldehyde,Combined,2.2131424,-3.2885935,2
176.05_0.593,glycolaldehyde,Combined,2.1065106,-2.8963032,2
176.05_0.605,DHA,Combined,4.4759936,1.15979,8
176.05_0.605,DHA,Isolation,0.2247847,10.811642,5
176.05_0.605,NaOH,Isolation,2.2820067,0.08866705,4
176.05_0.605,formaldehyde,Combined,3.6091585,-0.5001014,8
176.05_0.605,glycolaldehyde,Combined,3.2462971,-1.6686952,2
177.04_0.562,DHA,Combined,4.081028,4.05164,3
177.04_0.562,NaOH,Isolation,4.218029,4.340209,3
177.04_0.562,formaldehyde,Combined,4.255927,4.299103,3
177.04_0.562,formaldehyde,Isolation,-0.5206774,8.150631,7
177.04_0.562,glycolaldehyde,Combined,4.0366693,4.0671153,3
177.04_0.568,DHA,Combined,3.2544286,1.5110251,8
177.04_0.568,DHA,Isolation,0.5838696,9.096283,5
177.04_0.568,NaOH,Isolation,2.1688433,1.8821955,4
177.04_0.568,formaldehyde,Combined,2.2149384,1.8491184,4
177.04_0.568,formaldehyde,Isolation,-0.6815042,8.06574,7
177.04_0.568,glycolaldehyde,Combined,2.1670864,1.728115,4
177.04_0.596,DHA,Combined,4.8669586,3.4118216,3
177.04_0.596,DHA,Isolation,0.3217694,10.561443,5
177.04_0.596,NaOH,Isolation,4.762982,4.7662973,3
177.04_0.596,formaldehyde,Combined,5.4909515,4.1474795,3
177.04_0.615,DHA,Combined,4.2192454,0.8067457,8
177.04_0.615,NaOH,Isolation,1.5041134,-0.85889786,4
177.04_0.615,formaldehyde,Combined,3.2861233,-0.8123922,2
177.04_0.615,glycolaldehyde,Combined,1.2612494,-0.8463003,2
183.04_0.573,DHA,Combined,1.7196009,0.5861312,4
183.04_0.573,NaOH,Isolation,1.2170033,0.7420097,4
183.04_0.573,formaldehyde,Combined,1.2324264,0.92333764,4
183.04_0.573,glycolaldehyde,Combined,0.84375495,-0.40951464,4
183.04_0.606,DHA,Combined,4.845911,3.3530705,3
183.04_0.606,DHA,Isolation,0.33674175,10.437306,5
183.04_0.606,formaldehyde,Combined,5.468784,4.121848,3
183.04_0.606,formaldehyde,Isolation,-1.3054303,8.095354,7
184.05_0.566,DHA,Combined,3.970998,4.157316,3
184.05_0.566,DHA,Isolation,1.015544,6.2554646,6
184.05_0.566,NaOH,Isolation,3.9918952,4.1918116,3
184.05_0.566,formaldehyde,Combined,2.2343214,6.3282843,6
184.05_0.566,formaldehyde,Isolation,1.9003432,6.7217913,6
184.05_0.566,glycolaldehyde,Combined,3.966058,4.1256943,3
184.05_0.58,DHA,Combined,1.3393583,1.0536556,4
184.05_0.58,NaOH,Isolation,1.285824,0.8730811,4
184.05_0.58,formaldehyde,Combined,1.3167806,1.4939752,4
184.05_0.58,formaldehyde,Isolation,0.009740457,6.0875573,6
184.05_0.58,glycolaldehyde,Combined,1.2682142,0.90593994,4
184.05_0.601,DHA,Combined,5.4595838,4.828994,3
184.05_0.601,DHA,Isolation,0.61802554,9.398069,5
184.05_0.601,NaOH,Isolation,5.733496,5.175036,1
184.05_0.601,formaldehyde,Combined,6.4565754,5.2067266,1
184.05_0.601,formaldehyde,Isolation,-0.88174456,8.154394,7
184.05_0.601,glycolaldehyde,Combined,6.298272,5.275835,1
184.05_0.601,glycolaldehyde,Isolation,1.0248737,6.106133,6
184.05_0.617,DHA,Combined,4.874892,3.4269867,3
184.05_0.617,NaOH,Isolation,4.8578725,4.843049,3
184.05_0.617,formaldehyde,Combined,5.3660426,4.3916974,3
185.04_0.578,DHA,Combined,4.2221913,0.67917126,8
185.04_0.578,DHA,Isolation,0.37286127,10.518081,5
185.04_0.578,NaOH,Isolation,2.3503902,-2.120275,2
185.04_0.578,formaldehyde,Combined,2.4149232,-1.8447132,2
185.04_0.578,glycolaldehyde,Combined,2.2657058,-1.8871216,2
185.04_0.586,DHA,Combined,4.2868276,0.5829198,8
185.04_0.586,DHA,Isolation,0.24463503,10.734544,5
185.04_0.586,NaOH,Isolation,1.9603233,-3.1028507,2
185.04_0.586,formaldehyde,Combined,2.0209365,-3.2574413,2
185.04_0.586,glycolaldehyde,Combined,1.8326025,-3.268995,2
185.04_0.605,DHA,Combined,4.4543757,1.1309526,8
185.04_0.605,DHA,Isolation,0.20680287,10.824675,5
185.04_0.605,NaOH,Isolation,2.2635095,0.108849294,4
185.04_0.605,formaldehyde,Combined,3.5714085,-0.54179245,8
185.04_0.605,glycolaldehyde,Combined,3.1832855,-1.6541829,2
185.04_0.646,DHA,Combined,8.094499,7.2679505,1
185.04_0.646,DHA,Isolation,-0.028869415,5.3382373,6
185.04_0.646,NaOH,Isolation,8.186171,7.208894,1
185.04_0.646,formaldehyde,Combined,8.226083,7.118021,1
185.04_0.646,glycolaldehyde,Combined,8.179682,7.215657,1
190.05_0.57,DHA,Combined,0.37502277,1.5423678,4
190.05_0.57,DHA,Isolation,0.4236399,5.8723373,6
190.05_0.57,formaldehyde,Combined,2.1163123,6.4484982,6
190.05_0.57,formaldehyde,Isolation,1.936957,6.59111,6
190.05_0.61,DHA,Combined,5.5536265,5.0039144,3
190.05_0.61,NaOH,Isolation,6.1700783,5.51501,1
190.05_0.61,formaldehyde,Combined,6.4967422,5.2393355,1
190.05_0.61,glycolaldehyde,Combined,6.3192625,5.3240504,1
190.05_0.61,glycolaldehyde,Isolation,0.8073761,5.9345655,6
190.05_0.624,DHA,Combined,4.897855,4.7472305,3
190.05_0.624,DHA,Isolation,0.5062035,5.947839,6
190.05_0.624,NaOH,Isolation,5.739469,5.2709494,1
190.05_0.624,formaldehyde,Combined,5.6708593,5.06251,3
190.05_0.624,glycolaldehyde,Combined,6.027852,5.225876,1
190.05_0.624,glycolaldehyde,Isolation,0.6783957,5.9360313,6
191.04_0.581,DHA,Combined,2.5555577,-0.93837947,2
191.04_0.581,DHA,Isolation,0.6419754,8.760909,5
191.04_0.581,NaOH,Isolation,1.4019059,-0.9556865,2
191.04_0.581,formaldehyde,Combined,1.7507249,-1.4205557,2
191.04_0.581,glycolaldehyde,Combined,1.8893805,-1.5692053,2
