input_compound,trace_label,dt,section,mutual_info
NaOH,176.03_0.595,-295,0,0.4549866720083049
NaOH,176.03_0.601,-295,0,0.4741206132844691
NaOH,176.03_0.608,-295,0,0.4242058305938001
NaOH,176.05_0.557,-295,0,0.6809597812247747
NaOH,176.05_0.593,-295,0,0.4617228723052169
NaOH,176.05_0.605,-295,0,0.4658094795471879
NaOH,177.04_0.562,-295,0,0.682117638107608
NaOH,177.04_0.568,-295,0,0.5997204902795548
NaOH,177.04_0.596,-295,0,0.4160899988557403
NaOH,177.04_0.615,-295,0,0.4376197825786563
NaOH,183.04_0.573,-295,0,0.6786634644729257
NaOH,183.04_0.606,-295,0,0.29997249264328385
NaOH,184.05_0.566,-295,0,0.8434167151181606
NaOH,184.05_0.58,-295,0,0.4333398482558204
NaOH,184.05_0.601,-295,0,0.3373752262684131
NaOH,184.05_0.617,-295,0,0.1552254377314113
NaOH,185.04_0.578,-295,0,0.4592204704823297
NaOH,185.04_0.586,-295,0,0.4646039256080643
NaOH,185.04_0.605,-295,0,0.21313540215507842
NaOH,185.04_0.646,-295,0,0.3312544889206639
NaOH,186.22_0.681,-295,0,0.6497076526933374
NaOH,190.05_0.57,-295,0,0.6480412351080087
NaOH,190.05_0.61,-295,0,0.30295283542129114
NaOH,190.05_0.624,-295,0,0.233060548631848
NaOH,191.04_0.581,-295,0,0.6207544534013816
NaOH,191.04_0.6,-295,0,0.36834689471506143
NaOH,191.04_0.611,-295,0,0.47062741567434907
NaOH,191.04_0.617,-295,0,0.40360240207333486
NaOH,191.04_0.65,-295,0,0.29713925864130974
NaOH,191.06_0.569,-295,0,0.6119389531434951
NaOH,191.06_0.6,-295,0,0.3718369223407727
NaOH,191.06_0.608,-295,0,0.4542168454622151
NaOH,191.06_0.617,-295,0,0.3914402074114358
NaOH,192.05_0.574,-295,0,0.6900815580497683
NaOH,192.05_0.581,-295,0,0.5607478754110873
NaOH,192.05_0.611,-295,0,0.35900534994332745
NaOH,192.05_0.623,-295,0,0.2521074983156284
NaOH,197.04_0.585,-295,0,0.6332566824538208
NaOH,197.04_0.61,-295,0,0.3933400746485458
NaOH,197.04_0.619,-295,0,0.27451113675602157
NaOH,197.04_0.624,-295,0,0.33542018931016004
NaOH,197.04_0.669,-295,0,0.43619332695263635
NaOH,198.05_0.58,-295,0,0.709899458186972
NaOH,198.05_0.617,-295,0,0.39324711028590453
NaOH,198.05_0.632,-295,0,0.48509016032271113
NaOH,199.06_0.578,-295,0,0.823705800778813
NaOH,199.06_0.614,-295,0,0.5687619310725167
NaOH,199.06_0.628,-295,0,0.30663846935243066
NaOH,199.06_0.664,-295,0,0.4896737115617178
NaOH,200.04_0.586,-295,0,0.48389135095106095
NaOH,200.04_0.614,-295,0,0.37115975547107416
NaOH,200.06_0.554,-295,0,0.399729557181983
NaOH,200.06_0.578,-295,0,0.5197396756926884
NaOH,200.06_0.614,-295,0,0.3703599278129941
NaOH,200.06_0.628,-295,0,0.2945330142021447
NaOH,200.06_0.664,-295,0,0.6099875588909422
NaOH,201.05_0.581,-295,0,0.7128256079598367
NaOH,201.05_0.614,-295,0,0.2619570494225072
NaOH,201.05_0.63,-295,0,0.5219726803757192
NaOH,203.05_0.584,-295,0,0.6382454823472319
NaOH,203.05_0.632,-295,0,0.5455582709217697
NaOH,203.05_0.668,-295,0,0.7858894472350451
NaOH,204.05_0.586,-295,0,0.3862393182901007
NaOH,204.05_0.623,-295,0,0.3290114279347849
NaOH,204.05_0.665,-295,0,0.8092555466484268
NaOH,205.06_0.581,-295,0,0.621792082142612
NaOH,205.06_0.62,-295,0,0.34240013191437235
NaOH,205.06_0.634,-295,0,0.21418685436336293
NaOH,205.06_0.671,-295,0,0.5846958642253455
NaOH,206.05_0.591,-295,0,0.6083321284683723
NaOH,206.05_0.626,-295,0,0.4324542375504441
NaOH,206.06_0.584,-295,0,0.5971024134078751
NaOH,206.06_0.619,-295,0,0.389616940369959
NaOH,206.06_0.634,-295,0,0.26164285208569193
NaOH,206.06_0.671,-295,0,0.2972302148057797
NaOH,207.05_0.586,-295,0,0.8121428901920065
NaOH,207.05_0.62,-295,0,0.48637095210739645
NaOH,207.05_0.636,-295,0,0.25428995655645803
NaOH,207.05_0.669,-295,0,0.35965685209774323
NaOH,207.05_0.685,-295,0,0.6407030744166748
NaOH,208.06_0.563,-295,0,0.3874750485355376
NaOH,208.06_0.585,-295,0,0.7437709350509603
NaOH,208.06_0.619,-295,0,0.36456794481084076
NaOH,208.06_0.634,-295,0,0.2501556861815981
NaOH,209.05_0.59,-295,0,0.6024691953137431
NaOH,209.05_0.623,-295,0,0.4496485494541975
NaOH,209.05_0.636,-295,0,0.2773430111504944
NaOH,213.05_0.591,-295,0,0.5907138281429223
NaOH,213.05_0.626,-295,0,0.3212470981085973
NaOH,213.05_0.642,-295,0,0.4539395894074132
NaOH,214.06_0.567,-295,0,0.32293705910730264
NaOH,214.06_0.587,-295,0,0.762395052066617
NaOH,214.06_0.624,-295,0,0.3861628586257808
NaOH,214.06_0.636,-295,0,0.3067498594971152
NaOH,215.05_0.596,-295,0,0.5797378281376466
NaOH,215.05_0.619,-295,0,0.3928407232098734
NaOH,215.05_0.633,-295,0,0.6186188903299832
NaOH,215.05_0.685,-295,0,0.6695297702834591
NaOH,216.06_0.592,-295,0,0.6482545917726328
NaOH,216.06_0.626,-295,0,0.38993263125350586
