input_compound,trace_label,dt,section,mutual_info
NaOH,354.07_0.716,-40,0,0.724079933493444
NaOH,354.07_0.835,-40,0,0.45897290500337506
NaOH,369.07_0.678,-40,0,0.7375354330647745
NaOH,369.07_0.724,-40,0,0.6761474362664543
NaOH,369.07_0.845,-40,0,0.7138650463096252
NaOH,369.07_0.9,-40,0,0.3233650775247514
NaOH,369.07_0.939,-40,0,0.32484194752557194
NaOH,369.07_0.958,-40,0,0.369648425541623
NaOH,369.07_0.991,-40,0,0.26955587567756467
NaOH,373.04_0.615,-40,0,0.42364910845642356
NaOH,373.04_0.665,-40,0,0.7611632950147325
NaOH,373.04_0.704,-40,0,0.4594850809773874
NaOH,373.04_0.855,-40,0,0.5208419781034328
NaOH,375.04_0.675,-40,0,0.49395224358857037
NaOH,375.04_0.861,-40,0,1.2012743105759345
NaOH,375.04_0.913,-40,0,0.6051095311047185
NaOH,375.04_0.958,-40,0,0.6969465467598797
NaOH,375.04_0.994,-40,0,0.28759087611780565
NaOH,384.08_0.687,-40,0,0.752948246070086
NaOH,384.08_0.735,-40,0,0.6755819676137014
NaOH,384.08_0.861,-40,0,0.450371462507293
NaOH,399.08_0.695,-40,0,0.799408165149528
NaOH,399.08_0.744,-40,0,0.5031234118108796
NaOH,399.08_0.863,-40,0,0.6032725496288904
NaOH,399.08_0.908,-40,0,0.4943694460226
NaOH,399.08_0.963,-40,0,0.3637591434337799
NaOH,399.08_0.996,-40,0,0.25420994477366365
NaOH,405.05_0.695,-40,0,0.48190807950591763
NaOH,405.05_0.724,-40,0,0.550440435858238
NaOH,405.05_0.887,-40,0,0.7998580525990375
NaOH,405.05_0.917,-40,0,0.38161731775718977
NaOH,405.05_0.978,-40,0,0.7102822690070223
NaOH,405.05_0.997,-40,0,0.5631022633291325
NaOH,110.01_0.526,-35,0,0.6083124925920464
NaOH,110.01_0.537,-35,0,0.5580162577404488
NaOH,110.01_0.548,-35,0,0.983325145347274
NaOH,110.01_0.556,-35,0,1.2124369056071265
NaOH,110.01_0.565,-35,0,1.4632055107959188
NaOH,117.02_0.529,-35,0,1.0471992102941439
NaOH,117.02_0.54,-35,0,0.9253711314862811
NaOH,117.02_0.555,-35,0,1.4531930361754908
NaOH,117.02_0.561,-35,0,1.5125578988852553
NaOH,124.03_0.532,-35,0,1.0605393503625984
NaOH,124.03_0.558,-35,0,0.8470570354923206
NaOH,124.03_0.566,-35,0,0.523454374406497
NaOH,124.03_0.578,-35,0,0.18742109190128708
NaOH,125.02_0.535,-35,0,0.5614154650439667
NaOH,125.02_0.549,-35,0,0.5034716330938735
NaOH,125.02_0.563,-35,0,0.9760492420972109
NaOH,125.02_0.569,-35,0,0.9203297750383359
NaOH,130.16_0.565,-35,0,0.4765181578471194
NaOH,132.03_0.541,-35,0,0.8754913255461982
NaOH,132.03_0.566,-35,0,1.078050027742698
NaOH,132.03_0.586,-35,0,0.2942267619111334
NaOH,133.03_0.538,-35,0,0.9391762860939732
NaOH,133.03_0.566,-35,0,0.6327562829726481
NaOH,133.03_0.585,-35,0,0.20059665399552484
NaOH,138.03_0.544,-35,0,0.8420160582572951
NaOH,138.03_0.547,-35,0,0.8354428001409508
NaOH,138.03_0.57,-35,0,0.3759320228031826
NaOH,138.03_0.572,-35,0,0.3827104769992613
NaOH,139.03_0.541,-35,0,0.858437008168432
NaOH,139.03_0.568,-35,0,0.3978093742139124
NaOH,139.03_0.586,-35,0,0.23827047046040573
NaOH,140.02_0.548,-35,0,1.1546509272420913
NaOH,140.02_0.574,-35,0,0.5794980990810545
NaOH,141.03_0.546,-35,0,1.0158218736446933
NaOH,141.03_0.573,-35,0,0.7315020555100267
NaOH,141.03_0.594,-35,0,0.3802203837172673
NaOH,146.02_0.551,-35,0,1.0352547655012763
NaOH,146.02_0.578,-35,0,0.6851065234608131
NaOH,147.03_0.549,-35,0,0.949732072650948
NaOH,147.03_0.576,-35,0,1.0128740401417993
NaOH,147.03_0.578,-35,0,0.9850065372713375
NaOH,153.03_0.553,-35,0,0.9389799631606692
NaOH,153.03_0.58,-35,0,0.25553636651304634
NaOH,154.04_0.55,-35,0,0.6429972523792742
NaOH,154.04_0.581,-35,0,0.47868574849963963
NaOH,155.03_0.556,-35,0,1.2684789250497581
NaOH,155.03_0.564,-35,0,1.4254086611811734
NaOH,155.03_0.585,-35,0,1.0854884128005864
NaOH,156.04_0.555,-35,0,0.6998022893646212
NaOH,156.04_0.584,-35,0,0.7480777863104713
NaOH,156.04_0.604,-35,0,0.2281945407761099
NaOH,161.03_0.56,-35,0,0.9444032637212665
NaOH,161.03_0.567,-35,0,0.764279747607191
NaOH,161.03_0.589,-35,0,1.085897340925642
NaOH,162.04_0.56,-35,0,1.1700826945099485
NaOH,162.04_0.586,-35,0,0.8260710628741692
NaOH,162.04_0.605,-35,0,0.2232465307055378
NaOH,168.04_0.563,-35,0,0.8538389150142631
NaOH,168.04_0.591,-35,0,0.830703241915165
NaOH,168.04_0.596,-35,0,0.7311943982057691
NaOH,170.03_0.568,-35,0,0.5397800796585477
NaOH,170.03_0.595,-35,0,0.5795830277034675
NaOH,176.03_0.572,-35,0,1.3985341710034325
NaOH,176.03_0.578,-35,0,1.3317513237323513
NaOH,176.03_0.595,-35,0,0.96203315418636
NaOH,176.03_0.601,-35,0,0.8982747380229341
NaOH,176.03_0.608,-35,0,0.8246160500530073
NaOH,176.05_0.557,-35,0,0.7832793454608824
NaOH,176.05_0.593,-35,0,0.9505476996261155
NaOH,176.05_0.605,-35,0,0.9024600854590834
NaOH,177.04_0.562,-35,0,0.8602697489696807
NaOH,177.04_0.568,-35,0,0.9256157995002541
NaOH,177.04_0.596,-35,0,0.9770035905900349
NaOH,177.04_0.615,-35,0,0.5580947720793672
NaOH,183.04_0.573,-35,0,0.8122032050135211
NaOH,183.04_0.606,-35,0,0.3544624342929614
NaOH,184.05_0.566,-35,0,0.9318386552730433
NaOH,184.05_0.58,-35,0,0.768606686966514
NaOH,184.05_0.601,-35,0,0.3546558230514836
NaOH,184.05_0.617,-35,0,0.3105858651097484
NaOH,185.04_0.578,-35,0,0.6820449370651307
NaOH,185.04_0.586,-35,0,0.49007170413090817
NaOH,185.04_0.605,-35,0,0.2951807491654135
NaOH,185.04_0.646,-35,0,0.3108185968329882
NaOH,186.22_0.681,-35,0,1.5622494252424635
NaOH,190.05_0.57,-35,0,0.7798207288286134
NaOH,190.05_0.61,-35,0,0.1805598313042731
NaOH,190.05_0.624,-35,0,0.20308036997936396
NaOH,191.04_0.581,-35,0,1.2954020985226231
NaOH,191.04_0.6,-35,0,0.39674409196203664
NaOH,191.04_0.611,-35,0,0.5105933292304656
NaOH,191.04_0.617,-35,0,0.5196240032682486
NaOH,191.04_0.65,-35,0,0.8029116185235012
NaOH,191.06_0.569,-35,0,1.1182629052903477
NaOH,191.06_0.6,-35,0,0.4013510228241848
NaOH,191.06_0.608,-35,0,0.48672900594082646
NaOH,191.06_0.617,-35,0,0.49856988318394624
NaOH,192.05_0.574,-35,0,0.7658276676462052
NaOH,192.05_0.581,-35,0,0.5742156309002939
NaOH,192.05_0.611,-35,0,0.47955335104062913
NaOH,192.05_0.623,-35,0,0.45340168799171154
NaOH,197.04_0.585,-35,0,1.1058106298137136
NaOH,197.04_0.61,-35,0,0.4590272092717882
NaOH,197.04_0.619,-35,0,0.6916420910009577
NaOH,197.04_0.624,-35,0,0.7933171845969302
NaOH,197.04_0.669,-35,0,0.8170038126237515
NaOH,198.05_0.58,-35,0,0.9344828260073612
NaOH,198.05_0.617,-35,0,0.35814566669906656
NaOH,198.05_0.632,-35,0,1.3991353764147028
NaOH,199.06_0.578,-35,0,0.7860472794345585
NaOH,199.06_0.614,-35,0,1.5112219317125302
NaOH,199.06_0.628,-35,0,0.6350661540936873
NaOH,199.06_0.664,-35,0,1.5016886331518728
NaOH,200.04_0.586,-35,0,0.7421735505042486
NaOH,200.04_0.614,-35,0,0.6315259907986346
NaOH,200.06_0.554,-35,0,0.7557341134300488
NaOH,200.06_0.578,-35,0,1.0388918116016637
NaOH,200.06_0.614,-35,0,0.621905885396576
NaOH,200.06_0.628,-35,0,0.8251128231756044
NaOH,200.06_0.664,-35,0,0.7098000699844471
NaOH,201.05_0.581,-35,0,0.9121032685268418
NaOH,201.05_0.614,-35,0,0.6467702826210466
NaOH,201.05_0.63,-35,0,0.9040865850550146
NaOH,203.05_0.584,-35,0,1.1016077518134435
NaOH,203.05_0.632,-35,0,1.2792644940403286
NaOH,203.05_0.668,-35,0,1.3952142982000724
NaOH,204.05_0.586,-35,0,0.5459040474691847
NaOH,204.05_0.623,-35,0,0.3400999177486339
NaOH,204.05_0.665,-35,0,1.2610875442760405
NaOH,205.06_0.581,-35,0,0.9042638971064032
NaOH,205.06_0.62,-35,0,0.39810041938383467
NaOH,205.06_0.634,-35,0,0.3942429748304872
NaOH,205.06_0.671,-35,0,1.504120439498406
NaOH,206.05_0.591,-35,0,1.075455729536516
NaOH,206.05_0.626,-35,0,0.5464355766276259
NaOH,206.06_0.584,-35,0,1.257899708797669
NaOH,206.06_0.619,-35,0,0.47346131180452433
NaOH,206.06_0.634,-35,0,0.4626738204334795
NaOH,206.06_0.671,-35,0,0.3744449342562475
NaOH,207.05_0.586,-35,0,0.8411608705354205
NaOH,207.05_0.62,-35,0,0.5098909181875082
NaOH,207.05_0.636,-35,0,0.33945923594261984
NaOH,207.05_0.669,-35,0,0.41520720280877654
NaOH,207.05_0.685,-35,0,0.7019090370800618
NaOH,208.06_0.563,-35,0,0.811321004470555
NaOH,208.06_0.585,-35,0,0.8347692004151428
NaOH,208.06_0.619,-35,0,0.5580550554215846
NaOH,208.06_0.634,-35,0,0.49632754690325287
NaOH,209.05_0.59,-35,0,1.2440251367224184
NaOH,209.05_0.623,-35,0,0.5452059694409876
NaOH,209.05_0.636,-35,0,0.18808213770206095
NaOH,213.05_0.591,-35,0,0.8430648948553516
NaOH,213.05_0.626,-35,0,0.6019891591344142
NaOH,213.05_0.642,-35,0,1.0156039726012356
NaOH,214.06_0.567,-35,0,0.31581306890258576
NaOH,214.06_0.587,-35,0,0.9170709587746528
NaOH,214.06_0.624,-35,0,0.44206091469222075
NaOH,214.06_0.636,-35,0,0.7514514235963836
NaOH,215.05_0.596,-35,0,1.1550777447576621
NaOH,215.05_0.619,-35,0,0.9422990740219785
NaOH,215.05_0.633,-35,0,1.334929911696956
NaOH,215.05_0.685,-35,0,1.6329490198518122
NaOH,216.06_0.592,-35,0,1.0398219429780715
NaOH,216.06_0.626,-35,0,0.5256872245587321
NaOH,216.06_0.642,-35,0,0.8791203170578137
NaOH,216.06_0.689,-35,0,0.6270884231492619
NaOH,220.06_0.595,-35,0,0.8348603940188095
NaOH,220.06_0.632,-35,0,0.17727258793956135
NaOH,220.06_0.644,-35,0,1.191500679321818
NaOH,221.05_0.6,-35,0,1.1616768832318778
NaOH,221.05_0.636,-35,0,0.8615714663417569
NaOH,221.05_0.679,-35,0,0.7983885614703099
NaOH,222.06_0.597,-35,0,1.1269671105255563
NaOH,222.06_0.632,-35,0,0.8124807108545595
NaOH,222.06_0.648,-35,0,0.39506856285151937
NaOH,222.56_0.597,-35,0,0.957619432339806
NaOH,222.56_0.632,-35,0,0.5229940827826796
NaOH,222.56_0.648,-35,0,0.3377228452686434
NaOH,224.05_0.6,-35,0,1.452206983276239
NaOH,224.05_0.633,-35,0,0.4969041641407128
NaOH,224.05_0.648,-35,0,0.18009573523797373
NaOH,227.05_0.602,-35,0,0.9932492757207227
NaOH,227.05_0.64,-35,0,1.33297081572892
NaOH,227.05_0.679,-35,0,1.4053430116039616
NaOH,227.05_0.691,-35,0,1.384883105856337
NaOH,227.05_0.725,-35,0,0.5460066668096828
NaOH,227.05_0.727,-35,0,0.4135859671632893
NaOH,228.06_0.6,-35,0,1.0960564385228566
NaOH,228.06_0.636,-35,0,0.9420362944549359
NaOH,228.06_0.65,-35,0,0.7081162334252218
NaOH,228.06_0.679,-35,0,1.1996899112931336
NaOH,228.06_0.692,-35,0,1.102539882537811
NaOH,229.07_0.575,-35,0,0.37271413313098245
NaOH,229.07_0.597,-35,0,0.9004673348252776
NaOH,229.07_0.636,-35,0,0.7847221759045531
NaOH,229.07_0.65,-35,0,1.245169224084823
NaOH,229.07_0.692,-35,0,1.7056475608504713
NaOH,229.07_0.707,-35,0,1.6829070862314488
NaOH,230.05_0.606,-35,0,1.2091631776561726
NaOH,230.05_0.64,-35,0,0.8821522899450391
NaOH,230.05_0.654,-35,0,0.872166092655561
NaOH,230.05_0.692,-35,0,0.6684796437938574
NaOH,230.05_0.707,-35,0,0.5206684519920386
NaOH,231.06_0.602,-35,0,1.1724744351206473
NaOH,231.06_0.636,-35,0,1.099697423212037
NaOH,231.06_0.652,-35,0,1.1889508446037769
NaOH,231.06_0.689,-35,0,1.0468214409898153
NaOH,233.06_0.576,-35,0,0.5353266079680581
NaOH,233.06_0.605,-35,0,1.1790275504590957
NaOH,233.06_0.657,-35,0,0.3331127321505374
NaOH,233.06_0.699,-35,0,0.9392474672043996
NaOH,234.02_0.59,-35,0,0.5182421476518901
NaOH,234.02_0.597,-35,0,0.7859677048477525
NaOH,234.02_0.608,-35,0,0.7534337431836602
NaOH,234.02_0.629,-35,0,0.7817442716751533
NaOH,236.06_0.608,-35,0,0.9726670947761025
NaOH,236.06_0.644,-35,0,1.0877731296597273
NaOH,236.06_0.657,-35,0,0.6916554272837518
NaOH,236.06_0.701,-35,0,0.6660909396585577
NaOH,236.06_0.732,-35,0,0.28663564272739217
NaOH,237.06_0.606,-35,0,0.9538254892678024
NaOH,237.06_0.64,-35,0,0.8307341320743795
NaOH,237.06_0.655,-35,0,0.6712310224033304
NaOH,237.06_0.705,-35,0,1.1987929936609292
NaOH,239.06_0.608,-35,0,1.3231230588928393
NaOH,239.06_0.644,-35,0,0.259643742222853
NaOH,239.06_0.658,-35,0,0.3163220802952398
NaOH,239.06_0.692,-35,0,1.2416927849083526
NaOH,239.06_0.708,-35,0,1.0333558031341705
NaOH,239.06_0.724,-35,0,0.7794875112235187
NaOH,241.03_0.597,-35,0,0.8099806554822995
NaOH,241.03_0.611,-35,0,0.8760878021962801
NaOH,241.03_0.632,-35,0,0.44985432650061874
NaOH,241.03_0.767,-35,0,0.43474651529108144
NaOH,242.28_0.792,-35,0,1.2844600665026205
NaOH,243.06_0.61,-35,0,0.7288606321757607
NaOH,243.06_0.646,-35,0,0.8147686170734758
NaOH,243.06_0.658,-35,0,0.9227875627008126
NaOH,243.06_0.708,-35,0,1.3831178487410911
NaOH,245.06_0.615,-35,0,1.172898691415512
NaOH,245.06_0.65,-35,0,0.7670133403627952
NaOH,245.06_0.664,-35,0,0.7928432919194028
NaOH,245.06_0.695,-35,0,1.3155403035360616
NaOH,245.06_0.719,-35,0,1.4008682169824183
NaOH,245.06_0.762,-35,0,0.8576272685106447
NaOH,246.07_0.611,-35,0,0.9487265319069191
NaOH,246.07_0.661,-35,0,0.3866950252164898
NaOH,246.07_0.719,-35,0,0.5755148931498146
NaOH,249.03_0.605,-35,0,0.6953984210216912
NaOH,249.03_0.617,-35,0,0.6102552946121556
NaOH,249.03_0.634,-35,0,0.8254766789430827
NaOH,249.03_0.7,-35,0,0.33559900269710274
NaOH,249.03_0.736,-35,0,0.7486156113061972
NaOH,249.03_0.757,-35,0,0.5164166315380916
NaOH,249.09_0.614,-35,0,0.6593538457768298
NaOH,249.09_0.683,-35,0,1.4347745497508186
NaOH,249.09_0.727,-35,0,0.5060663736131485
NaOH,251.06_0.617,-35,0,0.8892232615430755
NaOH,251.06_0.654,-35,0,0.9165958011693118
NaOH,251.06_0.668,-35,0,0.2169066368277317
NaOH,251.06_0.713,-35,0,1.0683410166088558
NaOH,251.06_0.73,-35,0,1.1845651712710623
NaOH,252.07_0.614,-35,0,0.8003517023308393
NaOH,252.07_0.648,-35,0,0.7193049030490495
NaOH,252.07_0.664,-35,0,0.6160280033552001
NaOH,260.07_0.623,-35,0,0.9784429066932696
NaOH,260.07_0.658,-35,0,0.39873824875768005
NaOH,260.07_0.672,-35,0,0.31905009668302453
NaOH,260.07_0.724,-35,0,0.49740987022705463
NaOH,263.07_0.624,-35,0,0.9830391100571303
NaOH,263.07_0.685,-35,0,0.32959716419445595
NaOH,263.07_0.722,-35,0,0.9074049398183908
NaOH,263.07_0.738,-35,0,1.2407353358692186
NaOH,263.07_0.784,-35,0,1.2395103919655086
NaOH,264.03_0.609,-35,0,0.9566629745457003
NaOH,264.03_0.644,-35,0,0.8374268056422842
NaOH,264.03_0.745,-35,0,0.9543473963612712
NaOH,264.05_0.617,-35,0,0.880942333770256
NaOH,264.05_0.632,-35,0,0.8425994411487974
NaOH,264.05_0.767,-35,0,0.3300080343025322
NaOH,275.07_0.63,-35,0,0.8372109086569646
NaOH,275.07_0.665,-35,0,0.6410985798472986
NaOH,275.07_0.682,-35,0,0.478585072301982
NaOH,275.07_0.74,-35,0,0.4711683266243618
NaOH,279.04_0.623,-35,0,0.8603388990746477
NaOH,279.04_0.657,-35,0,0.7052675358470277
NaOH,279.04_0.768,-35,0,0.7893728740968329
NaOH,290.08_0.64,-35,0,0.782920806668717
NaOH,290.08_0.691,-35,0,0.508460866818107
NaOH,290.08_0.754,-35,0,0.5485858259481033
NaOH,294.04_0.632,-35,0,0.7302656599551915
NaOH,294.04_0.664,-35,0,0.6733717180451029
NaOH,301.05_0.64,-35,0,0.6087081136544343
NaOH,301.05_0.744,-35,0,0.2951753516427491
NaOH,301.05_0.778,-35,0,0.4270022366635402
NaOH,301.09_0.65,-35,0,0.6981193484535457
NaOH,301.09_0.767,-35,0,0.5532206663749908
NaOH,309.05_0.644,-35,0,0.7333716147244589
NaOH,309.05_0.794,-35,0,0.6214620167322922
NaOH,309.05_0.821,-35,0,0.35577357984580127
NaOH,316.06_0.646,-35,0,0.6580551673367738
NaOH,324.05_0.652,-35,0,0.7033286307669435
NaOH,324.05_0.803,-35,0,0.4185683204530557
NaOH,329.03_0.64,-35,0,0.5452498325585831
NaOH,329.03_0.654,-35,0,0.4752991526340997
NaOH,329.03_0.812,-35,0,0.4207820089929597
NaOH,329.03_0.821,-35,0,0.44270784879928504
NaOH,329.03_0.96,-35,0,0.15150540812926439
NaOH,339.06_0.656,-35,0,0.7251232697459282
NaOH,339.06_0.705,-35,0,0.49015110157460606
NaOH,339.06_0.8,-35,0,0.746617270646166
NaOH,339.06_0.812,-35,0,0.42170141642944037
NaOH,339.06_0.831,-35,0,0.5637114001197392
NaOH,339.06_0.853,-35,0,0.2981896345700532
NaOH,339.06_0.874,-35,0,0.4359462436748549
NaOH,339.06_0.933,-35,0,0.2411448951270292
NaOH,354.07_0.672,-35,0,0.805475694430112
NaOH,354.07_0.716,-35,0,0.6951250903272839
NaOH,354.07_0.835,-35,0,0.4714640904981535
NaOH,369.07_0.678,-35,0,0.7216346446197042
NaOH,369.07_0.724,-35,0,0.6229578440611427
NaOH,369.07_0.845,-35,0,0.7298391244863978
NaOH,369.07_0.9,-35,0,0.36551310772759527
NaOH,369.07_0.939,-35,0,0.3655557103967144
NaOH,369.07_0.958,-35,0,0.32736182724290597
NaOH,369.07_0.991,-35,0,0.27944659560734664
NaOH,373.04_0.615,-35,0,0.38135792538576885
NaOH,373.04_0.665,-35,0,0.744687094296697
NaOH,373.04_0.704,-35,0,0.46845805566584886
NaOH,373.04_0.855,-35,0,0.545961199591773
NaOH,375.04_0.675,-35,0,0.49289014033144607
NaOH,375.04_0.861,-35,0,1.2292988484693823
NaOH,375.04_0.913,-35,0,0.5981520131859388
NaOH,375.04_0.958,-35,0,0.7431810589185486
NaOH,375.04_0.994,-35,0,0.2586689467543999
NaOH,384.08_0.687,-35,0,0.7498820598036997
NaOH,384.08_0.735,-35,0,0.6416236627787462
NaOH,384.08_0.861,-35,0,0.4554395089093384
NaOH,399.08_0.695,-35,0,0.7869272256741855
NaOH,399.08_0.744,-35,0,0.4668939426830687
NaOH,399.08_0.863,-35,0,0.5432206089695599
NaOH,399.08_0.908,-35,0,0.4655045082912981
NaOH,399.08_0.963,-35,0,0.3552309205114508
NaOH,399.08_0.996,-35,0,0.18995183912966818
NaOH,405.05_0.695,-35,0,0.5012893455250405
NaOH,405.05_0.724,-35,0,0.5731699439935953
NaOH,405.05_0.887,-35,0,0.8836158038646729
NaOH,405.05_0.917,-35,0,0.400065539554022
NaOH,405.05_0.978,-35,0,0.7872752539097174
NaOH,405.05_0.997,-35,0,0.6186841880375238
NaOH,110.01_0.526,-30,0,0.6029748280171159
NaOH,110.01_0.537,-30,0,0.5849862413621016
NaOH,110.01_0.548,-30,0,1.0294760025687522
NaOH,110.01_0.556,-30,0,1.2972912549408675
NaOH,110.01_0.565,-30,0,1.4747581651948125
NaOH,117.02_0.529,-30,0,1.131270042711475
NaOH,117.02_0.54,-30,0,1.0253319409074368
NaOH,117.02_0.555,-30,0,1.5043357974524194
NaOH,117.02_0.561,-30,0,1.5482082330917688
NaOH,124.03_0.532,-30,0,1.0423736829058128
NaOH,124.03_0.558,-30,0,0.8793675396500777
NaOH,124.03_0.566,-30,0,0.5274232766491727
NaOH,124.03_0.578,-30,0,0.19394048315423174
NaOH,125.02_0.535,-30,0,0.5297166297827784
NaOH,125.02_0.549,-30,0,0.5242266565522868
NaOH,125.02_0.563,-30,0,1.0471887989800686
NaOH,125.02_0.569,-30,0,0.97502003893654
NaOH,130.16_0.565,-30,0,0.47401041743937444
NaOH,132.03_0.541,-30,0,0.8732762307436501
NaOH,132.03_0.566,-30,0,1.136116314429204
NaOH,132.03_0.586,-30,0,0.29744113951604145
NaOH,133.03_0.538,-30,0,0.9655737623959699
NaOH,133.03_0.566,-30,0,0.6862098392513314
NaOH,133.03_0.585,-30,0,0.18427506341968458
NaOH,138.03_0.544,-30,0,0.9026086080395355
NaOH,138.03_0.547,-30,0,0.8332652165473311
NaOH,138.03_0.57,-30,0,0.3761354984693761
NaOH,138.03_0.572,-30,0,0.4177448793760661
NaOH,139.03_0.541,-30,0,0.8447099307410473
NaOH,139.03_0.568,-30,0,0.38906748858260265
NaOH,139.03_0.586,-30,0,0.2069433321444496
NaOH,140.02_0.548,-30,0,1.1087188038934777
NaOH,140.02_0.574,-30,0,0.6269903974856081
NaOH,141.03_0.546,-30,0,0.9539361120198939
NaOH,141.03_0.573,-30,0,0.7789803391384078
NaOH,141.03_0.594,-30,0,0.36708192170200116
NaOH,146.02_0.551,-30,0,1.0810606929334843
NaOH,146.02_0.578,-30,0,0.6868328734980382
NaOH,147.03_0.549,-30,0,1.0038810715237263
NaOH,147.03_0.576,-30,0,0.989090631330726
NaOH,147.03_0.578,-30,0,1.015942718881306
NaOH,153.03_0.553,-30,0,1.0517642626322172
NaOH,153.03_0.58,-30,0,0.25049396471703966
NaOH,154.04_0.55,-30,0,0.628694161027227
NaOH,154.04_0.581,-30,0,0.4362036283093209
NaOH,155.03_0.556,-30,0,1.3260411926539013
NaOH,155.03_0.564,-30,0,1.4386822613536263
NaOH,155.03_0.585,-30,0,1.1173367253648996
NaOH,156.04_0.555,-30,0,0.7360793081228882
NaOH,156.04_0.584,-30,0,0.740211692283756
NaOH,156.04_0.604,-30,0,0.23573395191900115
NaOH,161.03_0.56,-30,0,0.9268882258581295
NaOH,161.03_0.567,-30,0,0.7757953848724051
NaOH,161.03_0.589,-30,0,1.176222662842473
NaOH,162.04_0.56,-30,0,1.150925122318085
NaOH,162.04_0.586,-30,0,0.8115012951787213
NaOH,162.04_0.605,-30,0,0.22018714003509343
NaOH,168.04_0.563,-30,0,0.8712637946867852
NaOH,168.04_0.591,-30,0,0.9024978218094297
NaOH,168.04_0.596,-30,0,0.7825392740489852
NaOH,170.03_0.568,-30,0,0.5783211078341477
NaOH,170.03_0.595,-30,0,0.5558664819300092
NaOH,176.03_0.572,-30,0,1.3222013100507675
NaOH,176.03_0.578,-30,0,1.288495639338783
NaOH,176.03_0.595,-30,0,0.9911877410517227
NaOH,176.03_0.601,-30,0,0.8608917099227713
NaOH,176.03_0.608,-30,0,0.8645046554301072
NaOH,176.05_0.557,-30,0,0.757581058586632
NaOH,176.05_0.593,-30,0,1.0021238509636121
NaOH,176.05_0.605,-30,0,0.9346887283003946
NaOH,177.04_0.562,-30,0,0.8589924867620988
NaOH,177.04_0.568,-30,0,0.8622340831703106
NaOH,177.04_0.596,-30,0,0.9739217549729151
NaOH,177.04_0.615,-30,0,0.5460237842964073
NaOH,183.04_0.573,-30,0,0.8010727684113195
NaOH,183.04_0.606,-30,0,0.37858141362830544
NaOH,184.05_0.566,-30,0,0.9648274787399305
NaOH,184.05_0.58,-30,0,0.7321320149045367
NaOH,184.05_0.601,-30,0,0.358315779772854
NaOH,184.05_0.617,-30,0,0.3168677955995767
NaOH,185.04_0.578,-30,0,0.6606524455720986
NaOH,185.04_0.586,-30,0,0.5183048109802253
NaOH,185.04_0.605,-30,0,0.2989517199400127
NaOH,185.04_0.646,-30,0,0.31040181207995987
NaOH,186.22_0.681,-30,0,1.5750705520794033
NaOH,190.05_0.57,-30,0,0.7658375899984966
NaOH,190.05_0.61,-30,0,0.17618290325065677
NaOH,190.05_0.624,-30,0,0.2195479023433773
NaOH,191.04_0.581,-30,0,1.248881605705142
NaOH,191.04_0.6,-30,0,0.4178265113586015
NaOH,191.04_0.611,-30,0,0.5283539038875955
NaOH,191.04_0.617,-30,0,0.5125141762976448
NaOH,191.04_0.65,-30,0,0.8374372655081999
NaOH,191.06_0.569,-30,0,1.096416390068251
NaOH,191.06_0.6,-30,0,0.4387071708475765
NaOH,191.06_0.608,-30,0,0.5162652585612313
NaOH,191.06_0.617,-30,0,0.5101182334588046
NaOH,192.05_0.574,-30,0,0.7866064740948184
NaOH,192.05_0.581,-30,0,0.5583821899109092
NaOH,192.05_0.611,-30,0,0.46190207992596344
NaOH,192.05_0.623,-30,0,0.4728956669584736
NaOH,197.04_0.585,-30,0,1.0201867806752856
NaOH,197.04_0.61,-30,0,0.4510592351221536
NaOH,197.04_0.619,-30,0,0.6631666512435572
NaOH,197.04_0.624,-30,0,0.8017442489239883
NaOH,197.04_0.669,-30,0,0.8577853983957948
NaOH,198.05_0.58,-30,0,0.9296270029714937
NaOH,198.05_0.617,-30,0,0.3839461301864775
NaOH,198.05_0.632,-30,0,1.464420533795919
NaOH,199.06_0.578,-30,0,0.801904762824238
NaOH,199.06_0.614,-30,0,1.5250822537366746
NaOH,199.06_0.628,-30,0,0.6749736401367423
NaOH,199.06_0.664,-30,0,1.6393550044781784
NaOH,200.04_0.586,-30,0,0.769545757839555
NaOH,200.04_0.614,-30,0,0.6415031546936509
NaOH,200.06_0.554,-30,0,0.7525987256833475
NaOH,200.06_0.578,-30,0,1.0705847143851766
NaOH,200.06_0.614,-30,0,0.6320416578381236
NaOH,200.06_0.628,-30,0,0.8588571105913068
NaOH,200.06_0.664,-30,0,0.7080594815917323
NaOH,201.05_0.581,-30,0,0.9293915166780615
NaOH,201.05_0.614,-30,0,0.6038875618575767
NaOH,201.05_0.63,-30,0,0.8822254396971432
NaOH,203.05_0.584,-30,0,1.0759984697536646
NaOH,203.05_0.632,-30,0,1.3043636392708327
NaOH,203.05_0.668,-30,0,1.3620976926984336
NaOH,204.05_0.586,-30,0,0.537653328792691
NaOH,204.05_0.623,-30,0,0.31024351092864233
NaOH,204.05_0.665,-30,0,1.1911265198386132
NaOH,205.06_0.581,-30,0,0.8829633255323568
NaOH,205.06_0.62,-30,0,0.41409812972773663
NaOH,205.06_0.634,-30,0,0.34989308073996783
NaOH,205.06_0.671,-30,0,1.4656489509718758
NaOH,206.05_0.591,-30,0,1.0961015026797374
NaOH,206.05_0.626,-30,0,0.4908699288106173
NaOH,206.06_0.584,-30,0,1.2124906047688038
NaOH,206.06_0.619,-30,0,0.4496195717118061
