,ACCOA,ACO,ACP,AKG,BPG,CIT,DAP,E4P,F6P,FDP,FUM,G6P,GAP,GL6P,GLX,ICIT,KDPG,MAL,NAD,NADH,NADP,NADPH,OAA,PEP,PGA2,PGA3,PGN,PYR,Q,QH2,R5P,RU5P,S7P,SUC,SUCCOA,X5P,ei,eiP,eiia,eiiaP,eiicb,eiicbP,hpr,hprP,icd,icdP,tal,talC3,tkt,tktC2,ADP,AMP,ATP,CAMP,COA,HCO3,P,MG,ASP,CYS,MN,Hin,H2O,O2,FAD,FADH2,ACEx,GLCx,Px,ACEx_0,Hout,GLCp,Pp,ACEp,G3P,GLY,MCOA,LGLU,BA,MCOAp,MCOAx,BAp,BAx,GLYp,GLYx,DAH
2220.0,0.12541098926702524,0.04795315586922674,0.025805395576597615,0.1928897026763235,0.66185549207065,0.1291915713951403,0.5020464182327421,0.0518936540678618,0.009268019484288154,0.3531631312415386,0.3579473227407034,0.025633774883262638,0.13326694220883528,7.55648846834472e-05,0.007532251951174231,0.1625793650260799,0.08483291100637026,1.7715385093380855,0.6863470632347336,0.8836529374614754,0.03625089690172591,0.2207491027257611,0.03709384110681636,1.4199192647889918,0.5393755881439799,0.988890817740432,0.00321223231921383,0.30937056701945437,0.08313017971748314,0.9168698199339967,0.01048639691684156,0.03176523569192697,0.001237197505433602,0.22639413421318,0.15242989569749985,0.047697008150937116,0.00043127140796518003,0.006283904364991429,0.001044204375583592,0.4937261953008242,2.9956303578943875e-07,0.0003895127984123615,1.4897170175989333e-05,0.005427126439234441,0.0004431909121012649,0.051556809609610704,0.036784190605480195,0.023215809359675682,0.05156635343085567,0.018433646487669007,0.10279215991812425,0.028634032861013327,3.1050843960891426,1.043389572683044,0.5,1.4,19.34385306020015,1.0,1.246899596388359e-05,0.085,0.3,3.16227766e-05,1.0,0.21,0.0687804637725657,0.931219536304267,4.6514135736747745e-05,4.626833312423977e-19,10.0,5.36247488102698e-05,7.29612605661237e-05,4.634824574177512e-19,9.880566215232943,5.130412493043977e-05,1.0391775744010958,33.03989121985475,0.439995676237107,0.6074875367119457,0.3638253927271741,0.3977725810585339,0.37722402982041825,0.3293235284685105,0.31251026593149184,49.78576131437574,132.21919393964964,5.178004862755713
2221.0,0.12541004656750457,0.0479529552174957,0.025806386370265604,0.19288932671804632,0.6626867362611036,0.1291906238227763,0.5020464846934078,0.05189365405071288,0.00926802043460935,0.3531631374625476,0.35794277471202945,0.025633774884065923,0.13326697472640645,7.556442672911028e-05,0.007533930601888716,0.16257808509908334,0.08483290075605987,1.771543193240954,0.6863776847267992,0.8836223159694099,0.036251370955845415,0.22074862867164147,0.037068564537997964,1.4199511795141755,0.5393315606984597,0.988105135935752,0.0032122072963541044,0.30935812726071366,0.0831441881590084,0.916855811492472,0.01048639712734975,0.03176526010891617,0.0012371975078336146,0.2249251099299878,0.15390598623512744,0.04769700910481481,0.0004312394876901535,0.006283936285266457,0.0010441969852913843,0.4937262026911165,2.9956097788695505e-07,0.0003895128004702642,1.4897010811959106e-05,0.005427126598598471,0.0004423891846805438,0.051557611337031434,0.03678419085763238,0.023215809107523497,0.05156635351362055,0.018433646404904122,0.10679147732969871,0.02862508315105408,3.2808743750979796,1.043394056864796,0.5,1.4,19.346873838446417,1.0,1.2462393362846696e-05,0.085,0.3,3.16227766e-05,1.0,0.21,0.06878592313882996,0.931214076938003,4.6048040015875674e-05,4.626833262198992e-19,10.0,5.362469631929226e-05,7.242746733986283e-05,4.6348064845264e-19,9.880942566636769,5.120746991375729e-05,1.0391778189047762,33.03988929841564,0.4399969225444072,0.6074875569937059,0.3638253794540637,0.3977727763760083,0.3772240295661634,0.3293235269326302,0.31251026605111115,49.78575854249372,132.21918006336057,5.178005076361239
2222.0,0.12540720084428336,0.04795240468930377,0.025808201939140116,0.19288685786450918,0.6637288285343143,0.12918782839456028,0.5020467946543492,0.051893654258683745,0.009268026167592909,0.35316319849500455,0.3579365927883614,0.025633775218192805,0.1332670743617999,7.556289597020367e-05,0.007536631117056436,0.1625774303061824,0.0848328366573955,1.7715413449962285,0.6864841557279326,0.8835158449682764,0.03625461182490601,0.22074538780258082,0.037036454892015264,1.4200064229124683,0.5391777132344667,0.9872293282805152,0.003212134541033246,0.3093253932209843,0.08318274495803481,0.9168172546934453,0.010486398537806665,0.03176532770290248,0.001237197530631653,0.22496026109461562,0.15388332334128843,0.047697015456440436,0.0004311572879595805,0.006284018484997031,0.0010441536370792862,0.4937262460393285,2.9954867470885256e-07,0.0003895128127734423,1.489627080649106e-05,0.005427127338603939,0.000440093662031927,0.05155990685968006,0.03678419194398825,0.023215808021167614,0.051566354096724956,0.01843364582179971,0.11254065966714634,0.028600195180331484,3.4534171697458413,1.043407332096917,0.5,1.4,19.351099675064734,1.0,1.2451315526777704e-05,0.085,0.3,3.16227766e-05,1.0,0.21,0.06879642707559748,0.9312035730012355,4.581157783226362e-05,4.626833096055967e-19,10.0,5.362438593522542e-05,7.169669178225927e-05,4.6346674802703965e-19,9.882231754106652,5.104286608329417e-05,1.03917850843701,33.03988480518047,0.44000025770260115,0.6074876392578401,0.36382530945701735,0.3977737202719735,0.37722403015757,0.32932351033451496,0.31251026615845184,49.78575563915227,132.2191661885778,5.178007208055212
2223.0,0.1254028225720804,0.047952054236073835,0.025810070370305697,0.19288057917850304,0.6639202245227416,0.12918400286585574,0.5020472770978366,0.05189365508871237,0.009268037526415135,0.3531633487591733,0.3579348525412983,0.02563377650671727,0.13326718151816153,7.556037104971334e-05,0.007537922924410036,0.16258047997749414,0.08483267859561458,1.771530657749773,0.6866764794066904,0.8833235212895186,0.036262855389823004,0.22073714423766383,0.03702231542219327,1.4200524012989761,0.539015707258484,0.9872297334353809,0.00321201671203785,0.30927756723036026,0.08324494336667655,0.9167550562848037,0.010486402042614295,0.0317654317207062,0.0012371976281144003,0.22586651305045896,0.15298502335481726,0.04769703099685714,0.0004310399555052957,0.0062841358174513156,0.0010440569318072505,0.4937263427446005,2.9952107746907516e-07,0.000389512840370682,1.489474299227403e-05,0.005427128866418156,0.0004364612955042757,0.051563539226207704,0.0367841919705811,0.023215807994574754,0.05156635500950137,0.018433644909023304,0.11929225647793607,0.02856216415045731,3.6234702412204216,1.043429181931286,0.5,1.4,19.356828433491906,1.0,1.2445467670065582e-05,0.085,0.3,3.16227766e-05,1.0,0.21,0.06880575240640745,0.9311942476704252,4.6008628828997375e-05,4.626832535215655e-19,10.0,5.362390034406758e-05,7.089839179616028e-05,4.634328039764913e-19,9.884402952742292,5.101479867148105e-05,1.0391795862376423,33.03987527396122,0.440005218552653,0.6074877561426835,0.363825196058738,0.39777549970931586,0.37722403287500567,0.32932347094338876,0.3125102662211798,49.78575231815341,132.21915231526842,5.178013829250743
2224.0,0.12539713147094822,0.04795240531122868,0.025811764533261568,0.19286908253669494,0.6628147668925227,0.12918038450528957,0.5020477473535481,0.051893656856397276,0.009268053185743468,0.35316356482303085,0.3579392212400402,0.02563377905061227,0.13326723272057694,7.555693036454717e-05,0.007536746532356173,0.1625887724291325,0.0848323970961339,1.7715189727905558,0.6869597894476677,0.8830402112485414,0.03627773151445154,0.22072226811303536,0.037031020782016845,1.4200810123106813,0.5389875054749599,0.988404254666426,0.003211856126461073,0.3092183522343814,0.0833304596564736,0.9166695399950063,0.010486408259535287,0.031765567052702955,0.0012371978981385052,0.22727135419223743,0.15157823329266912,0.047697057826067916,0.0004308969871870828,0.006284278785769528,0.0010439014746454944,0.4937264982017622,2.9947660959207726e-07,0.00038951288483855915,1.4892372112995015e-05,0.005427131237297434,0.0004316456998756087,0.05156835482183636,0.03678418757672329,0.02321581238843258,0.05156635534606567,0.018433644572459027,0.12676000527427347,0.02851339956055908,3.7913301189313033,1.043459414213812,0.5,1.4,19.36422455897384,1.0,1.2447193313952983e-05,0.085,0.3,3.16227766e-05,1.0,0.21,0.06881137250398747,0.9311886275728452,4.6511285545784875e-05,4.626831215145634e-19,10.0,5.3623509895309465e-05,7.008355606124963e-05,4.63376029182885e-19,9.887316897553927,5.115128805856748e-05,1.0391810039623206,33.03985807172888,0.4400114522264563,0.6074878493663628,0.3638250816849599,0.39777800289396037,0.37722403893692413,0.3293234188289029,0.3125102662096156,49.78574812717078,132.21913844335344,5.178027813960594
2225.0,0.12539021857486443,0.047953841827440724,0.02581328338774298,0.19285121409482114,0.660260329689006,0.1291781905835872,0.5020480524815182,0.051893659699812515,0.009268071576469852,0.3531637778964792,0.3579499964372294,0.02563378266520392,0.13326718119586672,7.555264017559462e-05,0.007532709979066193,0.1626031822628329,0.08483197037673341,1.7715152986812488,0.687336446454951,0.8826635542412581,0.03630036560197298,0.22069963402551396,0.03706140993205569,1.4201013191335767,0.5392058505170062,0.9907741337622082,0.0032116548986047826,0.30915050013290957,0.08343745136952721,0.9165625482819526,0.010486417605911829,0.0317657297270153,0.0012371984739835327,0.22898820438571882,0.14984646683601072,0.047697096846457,0.0004307341528128052,0.006284441620143806,0.0010436879331354421,0.49372671174327226,2.994154500731398e-07,0.00038951294599807817,1.4889177994802819e-05,0.0054271344314156264,0.00042579741028341575,0.05157420311142855,0.03678417537989209,0.02321582458526379,0.05156635379436314,0.01843364612416157,0.13481497953371901,0.0284559925458723,3.9571361980185555,1.043497848931305,0.5,1.4,19.37332486057315,1.0,1.2456310166313657e-05,0.085,0.3,3.16227766e-05,1.0,0.21,0.06881250194757643,0.9311874981292562,4.7219837038258194e-05,4.626828750681414e-19,10.0,5.36234635254056e-05,6.927496486680981e-05,4.632963528619929e-19,9.890813705900856,5.14171219552639e-05,1.039182719545097,33.03983051505466,0.4400186736947426,0.6074878551389025,0.3638250089840751,0.39778109106731496,0.3772240493552235,0.3293233720848829,0.312510266117688,49.78574246168478,132.21912457268743,5.178052117162118
2226.0,0.12538214721384322,0.04795666117925289,0.025814710369108377,0.19282604191611744,0.6562460639837538,0.12917847810873984,0.5020481215917199,0.05189366358782491,0.009268091575422613,0.3531639008821467,0.3579671924095277,0.025633786776215754,0.13326700139048933,7.554755762191857e-05,0.007525738886829467,0.16262427438151827,0.08483138251941601,1.7715274960560594,0.6878065849060713,0.8821934157901378,0.036331470412153406,0.2206685292153336,0.037110998125271466,1.4201325719175526,0.5397408043964259,0.9942542810002504,0.0032114150084581843,0.3090761584802792,0.08356353534024037,0.9164364643112393,0.010486430356556102,0.0317659165683641,0.0012371995075524226,0.23091871440949485,0.1478861735724232,0.04769714824669795,0.00043055491473274467,0.006284620858223867,0.001043419634935095,0.49372698004147264,2.993385498011506e-07,0.00038951302289835023,1.4885212152208687e-05,0.005427138397258219,0.00041906297943414614,0.05158093754227782,0.03678415261984982,0.023215847345306052,0.05156634893009178,0.018433650988432918,0.14340412151297913,0.028391890860860122,4.120952038309891,1.0435443125108954,0.5,1.4,19.38410461173079,1.0,1.2472022688030042e-05,0.085,0.3,3.16227766e-05,1.0,0.21,0.0688091157333304,0.931190884343502,4.8078030503916304e-05,4.6268247679710595e-19,10.0,5.362394692095314e-05,6.848252365700036e-05,4.631949340920433e-19,9.894746424096004,5.177728117480223e-05,1.0391846959101745,33.03978995064824,0.4400266473901448,0.6074877117005654,0.36382501353495755,0.3977846373117552,0.3772240649318456,0.32932334921864215,0.3125102659687781,49.78573458487837,132.21911070304097,5.1780896246998624
2227.0,0.12537299803205906,0.047961097158688695,0.025816151393170297,0.19279283302249559,0.6508299172120408,0.12918212451120184,0.5020479712867253,0.051893668366197056,0.009268112652880354,0.3531638539708143,0.35799086737580704,0.02563379058465728,0.13326668843390777,7.55417328022974e-05,0.007515909214664903,0.1626524484657128,0.0848306223572466,1.7715619876720317,0.6883686521589488,0.8816313485372602,0.03637142268274652,0.22062857694474047,0.03717744302147804,1.4201988546235842,0.5406251955633569,0.9987243762403114,0.00321113834173122,0.30899708903378675,0.08370647422367176,0.9162935254278077,0.010486446686893792,0.03176612497314707,0.0012372011515392695,0.23300660891012503,0.14575235993155045,0.047697211892041055,0.00043036140578502254,0.006284814367171589,0.0010431007819469737,0.4937272988944607,2.9924711467687985e-07,0.0003895131143334745,1.4880535445519173e-05,0.005427143073964908,0.00041158368144391956,0.05158841684026805,0.03678411743204637,0.0232158825331095,0.05156633944330118,0.0184336604752235,0.1525113722187512,0.0283230109296213,4.28280412568001,1.0435986350665822,0.5,1.4,19.39650885045917,1.0,1.2493532713679833e-05,0.085,0.3,3.16227766e-05,1.0,0.21,0.06880150998537052,0.9311984900914617,4.905608628470538e-05,4.626818917746752e-19,10.0,5.362509662457939e-05,6.771033965150672e-05,4.630733694467084e-19,9.898991252976412,5.220884713482618e-05,1.0391869001356007,33.03973381683719,0.4400351772769061,0.6074873608943023,0.3638251233450765,0.3977885329757898,0.37722408628386334,0.32932336617815633,0.31251026581358426,49.78572365002532,132.21909683408532,5.178143052674015
2228.0,0.1253628803953229,0.0479673349455799,0.025817708431883375,0.19275103301834232,0.6441037180157752,0.12918984632400113,0.5020476928745214,0.0518936738133208,0.009268134800005564,0.35316358358916183,0.3580211842040989,0.025633793224942976,0.13326625535112965,7.553521035204884e-05,0.0075033666634533435,0.16268799860761624,0.08482968276230471,1.771624001636923,0.6890199493927653,0.8809800513034437,0.03642033174367596,0.22057966788381098,0.03725888053730608,1.4203253595713563,0.5418645276269871,1.0040570219558587,0.0032108267144408454,0.30891480724887177,0.08386440531890037,0.9161355943325792,0.01048646670537844,0.031766352759751364,0.001237203543855445,0.23521585662705805,0.14348015947976842,0.04769728761250469,0.00043015508122218056,0.00628502069173443,0.001042735615519136,0.4937276640608886,2.991423635461137e-07,0.00038951321908460535,1.4875208001140233e-05,0.005427148401409286,0.00040349420842175046,0.0515965063132902,0.0367840689412553,0.02321593102390055,0.05156632429770381,0.018433675620820877,0.16213849723951376,0.02825130048507573,4.442700985958643,1.0436606490379656,0.5,1.4,19.410467090535356,1.0,1.252019319849137e-05,0.085,0.3,3.16227766e-05,1.0,0.21,0.06879011362366881,0.9312098864531634,5.0138151011569596e-05,4.62681087896523e-19,10.0,5.362701918967741e-05,6.695994712428837e-05,4.629333124047289e-19,9.90344815113668,5.2698592952576046e-05,1.039189302840018,33.03965968547712,0.44004410003629385,0.6074867479793102,0.363825360135589,0.3977926867047962,0.37722411387212174,0.3293234358164711,0.312510265725383,49.78570872444163,132.21908296538024,5.178214888981038
2229.0,0.1253519305632444,0.04797552075741934,0.025819469288593026,0.19270024780470763,0.6361764277580874,0.1292022241652066,0.5020474348315037,0.051893679691778584,0.009268158382893193,0.3531630739468848,0.358058390793181,0.025633793885693836,0.13326572967945388,7.552803064556108e-05,0.007488288547067274,0.16273113814868617,0.08482856019855185,1.771717871615161,0.6897570636796359,0.8802429370165732,0.03647809909772533,0.22052190052976156,0.03735389849024478,1.420536018983536,0.5434459238495893,1.0101276674471777,0.0032104818876086422,0.308830668165789,0.08403583835535806,0.9159641612961218,0.01048649047678545,0.03176659807379638,0.001237206795677809,0.23752048495352088,0.14109489276786588,0.047697375395167774,0.00042993712784706234,0.006285238645109549,0.0010423281233782231,0.4937280715530295,2.9902544280023626e-07,0.00038951333600535106,1.486928601002859e-05,0.005427154323400399,0.00039492149774479905,0.05160507902396715,0.03678400726772921,0.023215992697426684,0.0515663028311563,0.018433697087368413,0.17229562037977203,0.028178772768170088,4.600642618557227,1.0437301885366859,0.5,1.4,19.425900157521134,1.0,1.2551511688080527e-05,0.085,0.3,3.16227766e-05,1.0,0.21,0.06877541220173072,0.9312245878751014,5.131544200891144e-05,4.62680035828431e-19,10.0,5.362980416098187e-05,6.623175381568356e-05,4.62776330153746e-19,9.908038054193193,5.323915303971071e-05,1.0391918777225078,33.039565287168124,0.44005327996852933,0.6074858211356101,0.36382574076903923,0.3977970222121091,0.37722414802661525,0.32932356824523934,0.31251026579535074,49.7856888126503,132.21906909636473,5.178307366391843
